10.3926;10.5696;[0.0107351,0.043478,0,0,0,0,0.043478,0.443488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377318];[-0.758597,0.651561];00:03:52:5B:8C:A0;60/;lrz
10.3926;10.5696;[0.0107351,0.043478,0,0,0,0,0.043478,0.443488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377318];[-0.758597,0.651561];00:03:52:5B:8C:A2;60/;eduroam
10.3926;10.5696;[0.0107351,0.043478,0,0,0,0,0.043478,0.443488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377318];[-0.758597,0.651561];00:03:52:5B:8C:A4;70/;ap02-3b5
10.3926;10.5696;[0.0107351,0.043478,0,0,0,0,0.043478,0.443488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377318];[-0.758597,0.651561];00:03:52:5B:8C:A5;60/;mwn-events
10.3926;10.5696;[0.0107351,0.043478,0,0,0,0,0.043478,0.443488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377318];[-0.758597,0.651561];E8:39:35:F5:AC:F0;100;lrz
10.3926;10.5696;[0.0107351,0.043478,0,0,0,0,0.043478,0.443488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377318];[-0.758597,0.651561];E8:39:35:F5:AC:F4;100;ap04-3b5
10.3926;10.5696;[0.0107351,0.043478,0,0,0,0,0.043478,0.443488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377318];[-0.758597,0.651561];E8:39:35:F5:AC:F5;100;mwn-events
10.3926;10.5696;[0.0107351,0.043478,0,0,0,0,0.043478,0.443488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00377318];[-0.758597,0.651561];24:DE:C6:10:14:C1;56/;eduroam
10.3595;10.2;[0.00802263,0.0360229,0,0,0,0,0.0360229,0.407861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292477];[-0.74958,0.661914];58:6D:8F:02:B7:DC;100;<hidden>
10.3595;10.2;[0.00802263,0.0360229,0,0,0,0,0.0360229,0.407861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292477];[-0.74958,0.661914];E8:39:35:F5:AC:F2;100;eduroam
10.3595;10.2;[0.00802263,0.0360229,0,0,0,0,0.0360229,0.407861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292477];[-0.74958,0.661914];00:0F:61:53:E6:B0;100;lrz
10.3595;10.2;[0.00802263,0.0360229,0,0,0,0,0.0360229,0.407861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292477];[-0.74958,0.661914];00:0F:61:53:E6:B2;92/;eduroam
10.3595;10.2;[0.00802263,0.0360229,0,0,0,0,0.0360229,0.407861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292477];[-0.74958,0.661914];00:0F:61:53:E6:B3;96/;ap01-3b5
10.3595;10.2;[0.00802263,0.0360229,0,0,0,0,0.0360229,0.407861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292477];[-0.74958,0.661914];00:0F:61:54:5F:62;76/;mwn-events
10.3595;10.2;[0.00802263,0.0360229,0,0,0,0,0.0360229,0.407861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292477];[-0.74958,0.661914];00:0F:61:53:E6:B4;100;lsr
10.3595;10.2;[0.00802263,0.0360229,0,0,0,0,0.0360229,0.407861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292477];[-0.74958,0.661914];00:0F:61:53:E6:B5;100;mwn-events
10.3595;10.2;[0.00802263,0.0360229,0,0,0,0,0.0360229,0.407861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292477];[-0.74958,0.661914];00:0F:61:54:5F:63;76/;eduroam
10.3595;10.2;[0.00802263,0.0360229,0,0,0,0,0.0360229,0.407861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292477];[-0.74958,0.661914];00:0F:61:54:5F:64;76/;ap02-2b5
10.3595;10.2;[0.00802263,0.0360229,0,0,0,0,0.0360229,0.407861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292477];[-0.74958,0.661914];00:03:52:5B:8C:A0;60/;lrz
10.3595;10.2;[0.00802263,0.0360229,0,0,0,0,0.0360229,0.407861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292477];[-0.74958,0.661914];00:03:52:5B:8C:A2;60/;eduroam
10.3595;10.2;[0.00802263,0.0360229,0,0,0,0,0.0360229,0.407861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292477];[-0.74958,0.661914];00:03:52:5B:8C:A4;70/;ap02-3b5
10.3595;10.2;[0.00802263,0.0360229,0,0,0,0,0.0360229,0.407861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292477];[-0.74958,0.661914];00:03:52:5B:8C:A5;60/;mwn-events
10.3595;10.2;[0.00802263,0.0360229,0,0,0,0,0.0360229,0.407861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292477];[-0.74958,0.661914];E8:39:35:F5:AC:F0;100;lrz
10.3595;10.2;[0.00802263,0.0360229,0,0,0,0,0.0360229,0.407861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292477];[-0.74958,0.661914];E8:39:35:F5:AC:F4;100;ap04-3b5
10.3595;10.2;[0.00802263,0.0360229,0,0,0,0,0.0360229,0.407861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292477];[-0.74958,0.661914];E8:39:35:F5:AC:F5;100;mwn-events
10.3595;10.2;[0.00802263,0.0360229,0,0,0,0,0.0360229,0.407861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292477];[-0.74958,0.661914];24:DE:C6:10:14:C1;56/;eduroam
10.3337;9.84604;[0.00699845,0.0290129,0,0,0,0,0.0290129,0.366165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254661];[-0.738444,0.674315];58:6D:8F:02:B7:DC;100;<hidden>
10.3337;9.84604;[0.00699845,0.0290129,0,0,0,0,0.0290129,0.366165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254661];[-0.738444,0.674315];E8:39:35:F5:AC:F2;100;eduroam
10.3337;9.84604;[0.00699845,0.0290129,0,0,0,0,0.0290129,0.366165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254661];[-0.738444,0.674315];00:0F:61:53:E6:B0;100;lrz
10.3337;9.84604;[0.00699845,0.0290129,0,0,0,0,0.0290129,0.366165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254661];[-0.738444,0.674315];00:0F:61:53:E6:B2;92/;eduroam
10.3337;9.84604;[0.00699845,0.0290129,0,0,0,0,0.0290129,0.366165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254661];[-0.738444,0.674315];00:0F:61:53:E6:B3;96/;ap01-3b5
10.3337;9.84604;[0.00699845,0.0290129,0,0,0,0,0.0290129,0.366165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254661];[-0.738444,0.674315];00:0F:61:54:5F:62;76/;mwn-events
10.3337;9.84604;[0.00699845,0.0290129,0,0,0,0,0.0290129,0.366165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254661];[-0.738444,0.674315];00:0F:61:53:E6:B4;100;lsr
10.3337;9.84604;[0.00699845,0.0290129,0,0,0,0,0.0290129,0.366165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254661];[-0.738444,0.674315];00:0F:61:53:E6:B5;100;mwn-events
10.3337;9.84604;[0.00699845,0.0290129,0,0,0,0,0.0290129,0.366165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254661];[-0.738444,0.674315];00:0F:61:54:5F:63;76/;eduroam
10.3337;9.84604;[0.00699845,0.0290129,0,0,0,0,0.0290129,0.366165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254661];[-0.738444,0.674315];00:0F:61:54:5F:64;76/;ap02-2b5
10.3337;9.84604;[0.00699845,0.0290129,0,0,0,0,0.0290129,0.366165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254661];[-0.738444,0.674315];00:03:52:5B:8C:A0;60/;lrz
10.3337;9.84604;[0.00699845,0.0290129,0,0,0,0,0.0290129,0.366165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254661];[-0.738444,0.674315];00:03:52:5B:8C:A2;60/;eduroam
10.3337;9.84604;[0.00699845,0.0290129,0,0,0,0,0.0290129,0.366165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254661];[-0.738444,0.674315];00:03:52:5B:8C:A4;70/;ap02-3b5
10.3337;9.84604;[0.00699845,0.0290129,0,0,0,0,0.0290129,0.366165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254661];[-0.738444,0.674315];00:03:52:5B:8C:A5;60/;mwn-events
10.3337;9.84604;[0.00699845,0.0290129,0,0,0,0,0.0290129,0.366165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254661];[-0.738444,0.674315];E8:39:35:F5:AC:F0;100;lrz
10.3337;9.84604;[0.00699845,0.0290129,0,0,0,0,0.0290129,0.366165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254661];[-0.738444,0.674315];E8:39:35:F5:AC:F4;100;ap04-3b5
10.3337;9.84604;[0.00699845,0.0290129,0,0,0,0,0.0290129,0.366165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254661];[-0.738444,0.674315];E8:39:35:F5:AC:F5;100;mwn-events
10.3337;9.84604;[0.00699845,0.0290129,0,0,0,0,0.0290129,0.366165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254661];[-0.738444,0.674315];24:DE:C6:10:14:C1;56/;eduroam
10.3317;9.50055;[0.00681523,0.0258776,0,0,0,0,0.0258776,0.341142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243704];[-0.731263,0.682095];58:6D:8F:02:B7:DC;100;<hidden>
10.3317;9.50055;[0.00681523,0.0258776,0,0,0,0,0.0258776,0.341142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243704];[-0.731263,0.682095];E8:39:35:F5:AC:F2;100;eduroam
10.3317;9.50055;[0.00681523,0.0258776,0,0,0,0,0.0258776,0.341142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243704];[-0.731263,0.682095];00:0F:61:53:E6:B0;100;lrz
10.3317;9.50055;[0.00681523,0.0258776,0,0,0,0,0.0258776,0.341142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243704];[-0.731263,0.682095];00:0F:61:53:E6:B2;92/;eduroam
10.3317;9.50055;[0.00681523,0.0258776,0,0,0,0,0.0258776,0.341142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243704];[-0.731263,0.682095];00:0F:61:53:E6:B3;96/;ap01-3b5
10.3317;9.50055;[0.00681523,0.0258776,0,0,0,0,0.0258776,0.341142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243704];[-0.731263,0.682095];00:0F:61:54:5F:62;76/;mwn-events
10.3317;9.50055;[0.00681523,0.0258776,0,0,0,0,0.0258776,0.341142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243704];[-0.731263,0.682095];00:0F:61:53:E6:B4;100;lsr
10.3317;9.50055;[0.00681523,0.0258776,0,0,0,0,0.0258776,0.341142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243704];[-0.731263,0.682095];00:0F:61:53:E6:B5;100;mwn-events
10.3317;9.50055;[0.00681523,0.0258776,0,0,0,0,0.0258776,0.341142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243704];[-0.731263,0.682095];00:0F:61:54:5F:63;76/;eduroam
10.3317;9.50055;[0.00681523,0.0258776,0,0,0,0,0.0258776,0.341142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243704];[-0.731263,0.682095];00:0F:61:54:5F:64;76/;ap02-2b5
10.3317;9.50055;[0.00681523,0.0258776,0,0,0,0,0.0258776,0.341142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243704];[-0.731263,0.682095];00:03:52:5B:8C:A0;60/;lrz
10.3317;9.50055;[0.00681523,0.0258776,0,0,0,0,0.0258776,0.341142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243704];[-0.731263,0.682095];00:03:52:5B:8C:A2;60/;eduroam
10.3317;9.50055;[0.00681523,0.0258776,0,0,0,0,0.0258776,0.341142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243704];[-0.731263,0.682095];00:03:52:5B:8C:A4;70/;ap02-3b5
10.3317;9.50055;[0.00681523,0.0258776,0,0,0,0,0.0258776,0.341142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243704];[-0.731263,0.682095];00:03:52:5B:8C:A5;60/;mwn-events
10.3317;9.50055;[0.00681523,0.0258776,0,0,0,0,0.0258776,0.341142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243704];[-0.731263,0.682095];E8:39:35:F5:AC:F0;100;lrz
10.3317;9.50055;[0.00681523,0.0258776,0,0,0,0,0.0258776,0.341142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243704];[-0.731263,0.682095];E8:39:35:F5:AC:F4;100;ap04-3b5
10.3317;9.50055;[0.00681523,0.0258776,0,0,0,0,0.0258776,0.341142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243704];[-0.731263,0.682095];E8:39:35:F5:AC:F5;100;mwn-events
10.3317;9.50055;[0.00681523,0.0258776,0,0,0,0,0.0258776,0.341142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243704];[-0.731263,0.682095];24:DE:C6:10:14:C1;56/;eduroam
10.3311;9.17765;[0.00619833,0.0218129,0,0,0,0,0.0218129,0.316417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223155];[-0.72216,0.691726];58:6D:8F:02:B7:DC;100;<hidden>
10.3311;9.17765;[0.00619833,0.0218129,0,0,0,0,0.0218129,0.316417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223155];[-0.72216,0.691726];E8:39:35:F5:AC:F2;100;eduroam
10.3311;9.17765;[0.00619833,0.0218129,0,0,0,0,0.0218129,0.316417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223155];[-0.72216,0.691726];00:0F:61:53:E6:B0;100;lrz
10.3311;9.17765;[0.00619833,0.0218129,0,0,0,0,0.0218129,0.316417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223155];[-0.72216,0.691726];00:0F:61:53:E6:B2;92/;eduroam
10.3311;9.17765;[0.00619833,0.0218129,0,0,0,0,0.0218129,0.316417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223155];[-0.72216,0.691726];00:0F:61:53:E6:B3;96/;ap01-3b5
10.3311;9.17765;[0.00619833,0.0218129,0,0,0,0,0.0218129,0.316417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223155];[-0.72216,0.691726];00:0F:61:54:5F:62;76/;mwn-events
10.3311;9.17765;[0.00619833,0.0218129,0,0,0,0,0.0218129,0.316417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223155];[-0.72216,0.691726];00:0F:61:53:E6:B4;100;lsr
10.3311;9.17765;[0.00619833,0.0218129,0,0,0,0,0.0218129,0.316417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223155];[-0.72216,0.691726];00:0F:61:53:E6:B5;100;mwn-events
10.3311;9.17765;[0.00619833,0.0218129,0,0,0,0,0.0218129,0.316417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223155];[-0.72216,0.691726];00:0F:61:54:5F:63;76/;eduroam
10.3311;9.17765;[0.00619833,0.0218129,0,0,0,0,0.0218129,0.316417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223155];[-0.72216,0.691726];00:0F:61:54:5F:64;76/;ap02-2b5
10.3311;9.17765;[0.00619833,0.0218129,0,0,0,0,0.0218129,0.316417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223155];[-0.72216,0.691726];00:03:52:5B:8C:A0;60/;lrz
10.3311;9.17765;[0.00619833,0.0218129,0,0,0,0,0.0218129,0.316417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223155];[-0.72216,0.691726];00:03:52:5B:8C:A2;60/;eduroam
10.3311;9.17765;[0.00619833,0.0218129,0,0,0,0,0.0218129,0.316417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223155];[-0.72216,0.691726];00:03:52:5B:8C:A4;70/;ap02-3b5
10.3311;9.17765;[0.00619833,0.0218129,0,0,0,0,0.0218129,0.316417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223155];[-0.72216,0.691726];00:03:52:5B:8C:A5;60/;mwn-events
10.3311;9.17765;[0.00619833,0.0218129,0,0,0,0,0.0218129,0.316417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223155];[-0.72216,0.691726];E8:39:35:F5:AC:F0;100;lrz
10.3311;9.17765;[0.00619833,0.0218129,0,0,0,0,0.0218129,0.316417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223155];[-0.72216,0.691726];E8:39:35:F5:AC:F4;100;ap04-3b5
10.3311;9.17765;[0.00619833,0.0218129,0,0,0,0,0.0218129,0.316417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223155];[-0.72216,0.691726];E8:39:35:F5:AC:F5;100;mwn-events
10.3311;9.17765;[0.00619833,0.0218129,0,0,0,0,0.0218129,0.316417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00223155];[-0.72216,0.691726];24:DE:C6:10:14:C1;56/;eduroam
10.341;8.87495;[0.0060759,0.0132014,0,0,0,0,0.0132014,0.279453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235145];[-0.717598,0.696458];58:6D:8F:02:B7:DC;100;<hidden>
10.341;8.87495;[0.0060759,0.0132014,0,0,0,0,0.0132014,0.279453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235145];[-0.717598,0.696458];E8:39:35:F5:AC:F2;100;eduroam
10.341;8.87495;[0.0060759,0.0132014,0,0,0,0,0.0132014,0.279453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235145];[-0.717598,0.696458];00:0F:61:53:E6:B0;100;lrz
10.341;8.87495;[0.0060759,0.0132014,0,0,0,0,0.0132014,0.279453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235145];[-0.717598,0.696458];00:0F:61:53:E6:B2;92/;eduroam
10.341;8.87495;[0.0060759,0.0132014,0,0,0,0,0.0132014,0.279453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235145];[-0.717598,0.696458];00:0F:61:53:E6:B3;96/;ap01-3b5
10.341;8.87495;[0.0060759,0.0132014,0,0,0,0,0.0132014,0.279453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235145];[-0.717598,0.696458];00:0F:61:54:5F:62;76/;mwn-events
10.341;8.87495;[0.0060759,0.0132014,0,0,0,0,0.0132014,0.279453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235145];[-0.717598,0.696458];00:0F:61:53:E6:B4;100;lsr
10.341;8.87495;[0.0060759,0.0132014,0,0,0,0,0.0132014,0.279453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235145];[-0.717598,0.696458];00:0F:61:53:E6:B5;100;mwn-events
10.341;8.87495;[0.0060759,0.0132014,0,0,0,0,0.0132014,0.279453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235145];[-0.717598,0.696458];00:0F:61:54:5F:63;76/;eduroam
10.341;8.87495;[0.0060759,0.0132014,0,0,0,0,0.0132014,0.279453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235145];[-0.717598,0.696458];00:0F:61:54:5F:64;76/;ap02-2b5
10.341;8.87495;[0.0060759,0.0132014,0,0,0,0,0.0132014,0.279453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235145];[-0.717598,0.696458];00:03:52:5B:8C:A0;60/;lrz
10.341;8.87495;[0.0060759,0.0132014,0,0,0,0,0.0132014,0.279453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235145];[-0.717598,0.696458];00:03:52:5B:8C:A2;60/;eduroam
